blueTop,blueJungle,blueMid,blueADC,blueSupport,redTop,redJungle,redMid,redADC,redSupport,blueWin
Kalista,Vi,Zoe,Velkoz,JarvanIV,Yone,Qiyana,Leblanc,Jinx,Thresh,1
Akali,Belveth,Yone,Sivir,Janna,Nidalee,Shaco,Zoe,Vayne,Milio,0
KSante,Viego,Xerath,Jhin,Karma,Vayne,Naafiri,Zoe,Ezreal,Blitzcrank,0
Garen,Nidalee,Diana,Zeri,Rell,Vayne,Ambessa,Ryze,Yunara,Pyke,1
Yone,Udyr,Mel,Ezreal,Rakan,Kennen,Graves,Chogath,Sivir,Blitzcrank,0
Yone,Skarner,Anivia,Tristana,Trundle,Zaahen,Pantheon,Corki,Mel,Poppy,0
Yasuo,Karthus,Akali,Ashe,Blitzcrank,Sion,Zyra,Yone,Ezreal,Bard,0
Ambessa,Vi,Akali,Ezreal,Rakan,Gwen,RekSai,Talon,Yunara,Blitzcrank,0
Rengar,Graves,Veigar,Lucian,Yuumi,Sion,Viego,Orianna,Ezreal,Pyke,0
KSante,Vi,Katarina,Sivir,Karma,Volibear,Graves,Aurora,Ezreal,Trundle,0
Sion,LeeSin,Zoe,Aphelios,Lulu,Shen,Viego,Vex,MissFortune,Elise,1
Camille,Vi,Akali,Vex,Alistar,Yasuo,Ambessa,Ahri,Yunara,Morgana,1
Aatrox,Sylas,Aurora,Yunara,Braum,Fiora,LeeSin,Ahri,Vex,Senna,1
Warwick,DrMundo,Yone,Yunara,Galio,Teemo,LeeSin,Azir,Aphelios,FiddleSticks,1
Ambessa,Nocturne,Xerath,Vex,Blitzcrank,Gnar,Viego,Ahri,Jhin,Anivia,0
Nautilus,Hecarim,Ryze,Swain,Bard,Anivia,Graves,Vex,Corki,Maokai,0
Ambessa,Hecarim,Galio,Swain,Thresh,Renekton,Naafiri,Zed,Vex,Leona,0
Olaf,Riven,Viktor,Lucian,Singed,Renekton,Ambessa,Leblanc,Sivir,Pantheon,1
Anivia,Sylas,Tristana,Ashe,Braum,Singed,Nunu,Vex,Twitch,Karma,0
Gnar,Zyra,Yasuo,Corki,Braum,Vayne,Pantheon,Renekton,Vex,Anivia,1
Jax,Karthus,Corki,Jhin,Karma,Fiora,Nidalee,Yone,Ezreal,Pantheon,1
Yone,JarvanIV,Zoe,Sivir,Yuumi,Sion,Talon,Katarina,Vex,Anivia,0
Renekton,Viego,Akali,Karthus,Shen,Pantheon,Ambessa,Orianna,Yunara,Anivia,0
Fiora,Pantheon,Akali,Ezreal,Anivia,Yone,JarvanIV,Vex,Swain,Senna,1
Darius,Ambessa,Sylas,Ezreal,Braum,Rumble,Vi,Vex,Yunara,Alistar,0
Ambessa,LeeSin,Akshan,Vex,Gragas,Fiora,JarvanIV,Galio,Yunara,Neeko,0
KSante,Viego,Ryze,Mel,Karma,Ambessa,LeeSin,Katarina,Jhin,Maokai,1
Irelia,Belveth,Akshan,Jhin,Shaco,Karthus,LeeSin,Ryze,Jinx,Shen,0
Yasuo,LeeSin,Ahri,Yunara,Alistar,Irelia,JarvanIV,Akali,Draven,Thresh,1
Pantheon,Jax,Tristana,Ziggs,Nautilus,Jayce,XinZhao,Orianna,Xayah,Rell,1
Volibear,Nidalee,Sylas,Jhin,Zilean,Jax,LeeSin,Orianna,Jinx,Lulu,0
Yorick,Ekko,Corki,Aphelios,Thresh,Olaf,LeeSin,Malzahar,Yunara,Pantheon,1
KSante,Nidalee,Quinn,Ezreal,Braum,Gragas,XinZhao,Xerath,Ashe,Bard,0
Jax,XinZhao,Ahri,Cassiopeia,Yuumi,Gragas,Ekko,Yasuo,Lucian,Rakan,0
Cassiopeia,Shaco,Akshan,Varus,Karma,Yasuo,Lillia,Irelia,Ezreal,Pantheon,0
Olaf,Ambessa,Ahri,Jhin,Pyke,Akali,LeeSin,Orianna,Xayah,Pantheon,0
Ambessa,Kindred,Nunu,Corki,Pantheon,Vayne,JarvanIV,Orianna,Caitlyn,Morgana,0
Urgot,JarvanIV,Hwei,MissFortune,Braum,Gnar,XinZhao,Mel,Yunara,Pyke,0
Udyr,LeeSin,Ryze,Ezreal,Sona,Zac,Zed,Katarina,Kaisa,Blitzcrank,0
Yone,XinZhao,Ahri,Kaisa,Nautilus,Vladimir,MonkeyKing,Aurora,Ashe,Shaco,1
Jax,Karthus,Sion,Sivir,Thresh,Vladimir,JarvanIV,Mel,Ezreal,Leona,1
Gangplank,Nunu,Leblanc,Ezreal,Neeko,Jax,LeeSin,Zoe,Kalista,Rakan,0
Rumble,Graves,Galio,Jhin,Alistar,Gangplank,LeeSin,Hwei,Ezreal,Karma,1
DrMundo,Graves,Anivia,Varus,Maokai,Shen,Ekko,Yone,Jhin,Blitzcrank,1
Irelia,Rengar,Ryze,Ezreal,Karma,Poppy,Graves,Azir,Sivir,Rakan,1
Singed,Naafiri,Ryze,Ezreal,Karma,Vayne,Shen,Anivia,Kaisa,Zilean,1
Sett,Naafiri,Anivia,Kaisa,Lulu,Volibear,Vi,Neeko,Yunara,Sona,0
Ambessa,Diana,Akshan,Ezreal,Karma,Jayce,Sylas,Qiyana,Sivir,Ashe,0
Jax,Kindred,Anivia,Senna,Seraphine,Gangplank,Khazix,Orianna,Kaisa,Nautilus,0
Ambessa,Belveth,Viego,Jinx,Alistar,Rumble,Zaahen,Galio,Ashe,Lulu,0
Gangplank,MasterYi,Zed,Ziggs,Alistar,Gnar,Graves,Katarina,Kaisa,Maokai,1
Camille,Poppy,Galio,Kaisa,Leona,Urgot,Shaco,Anivia,Ezreal,Seraphine,0
Rumble,Graves,Ryze,Ashe,Bard,Leblanc,MonkeyKing,Anivia,Caitlyn,Lux,1
Singed,XinZhao,Aurora,Ezreal,Karma,Jayce,Pantheon,Mel,Kaisa,Bard,0
Urgot,Elise,TwistedFate,Yunara,Thresh,Singed,JarvanIV,Anivia,Jhin,Soraka,0
Rumble,Viego,Zaahen,Jhin,Pantheon,Jax,Jayce,Galio,Ezreal,Anivia,1
Jax,Graves,Anivia,Renekton,Poppy,DrMundo,Kindred,Rumble,Varus,Maokai,0
Ambessa,JarvanIV,Mel,Senna,Ezreal,Irelia,Naafiri,Anivia,Ashe,Seraphine,0
Sion,Nidalee,Zed,Draven,Pantheon,Diana,Viego,Anivia,Mel,Pyke,0
Riven,Nocturne,Galio,Cassiopeia,Pantheon,Fiora,MasterYi,AurelionSol,Ezreal,Nautilus,0
Yone,Nidalee,Udyr,Kalista,Rell,Zed,Belveth,Aurora,Caitlyn,Poppy,0
Shen,Nocturne,Yone,Ezreal,Poppy,Yorick,Sylas,Syndra,Corki,Nautilus,0
Sett,LeeSin,Viktor,Yunara,Rell,Irelia,Graves,Mel,Kalista,Poppy,1
Varus,Elise,Yone,Jhin,Zyra,Quinn,Graves,Annie,Kalista,Renata,0
Anivia,Graves,Leblanc,Kalista,Pyke,Olaf,Khazix,Orianna,Yunara,Bard,1
Briar,Viego,Zilean,Vladimir,Neeko,Teemo,Taliyah,Zed,Jhin,Karma,0
Garen,LeeSin,Taliyah,KogMaw,Bard,Chogath,JarvanIV,Aurora,Smolder,Karma,1
Kled,Zac,Akali,Kalista,Leona,Mordekaiser,Pantheon,Anivia,Ashe,Thresh,1
Volibear,JarvanIV,Zoe,Yunara,Poppy,Fiora,LeeSin,Anivia,Ashe,Bard,0
Renekton,MonkeyKing,Orianna,Ashe,Veigar,Rumble,Pantheon,Ryze,Kalista,Bard,1
Gnar,Nocturne,Viktor,Kalista,Renata,Irelia,Talon,Zoe,Ashe,Leblanc,1
Shyvana,LeeSin,Ryze,Kaisa,Alistar,Teemo,Shaco,KogMaw,Kalista,Maokai,0
Jax,Zaahen,Fizz,Yunara,Lulu,DrMundo,JarvanIV,Orianna,Varus,Leona,0
Gragas,Briar,Hwei,Ezreal,Neeko,Jax,LeeSin,Syndra,Kalista,Thresh,1
Aatrox,RekSai,Sylas,Yunara,Lulu,Fiora,Talon,TwistedFate,Varus,Swain,0
Yone,Kindred,Fizz,Jhin,Senna,KSante,Rengar,Xerath,Caitlyn,Nautilus,1
Riven,Graves,Viktor,Yunara,Anivia,Varus,Vi,Orianna,Xayah,Rakan,1
Pantheon,Viego,Yasuo,Hwei,Thresh,Shen,Ekko,Zoe,Lucian,Pyke,1
Aatrox,Viego,Cassiopeia,Sivir,Janna,Yone,Belveth,Ryze,Senna,Nautilus,1
Ornn,LeeSin,Galio,Ashe,Neeko,Fiora,Graves,Mel,Jinx,Lulu,1
Jayce,XinZhao,Azir,Ezreal,Karma,Varus,Jax,Aurora,Yunara,Anivia,1
Fiora,Nunu,Ryze,Lucian,Nami,Quinn,Nidalee,Taliyah,Jinx,Nautilus,1
Renekton,Sylas,Smolder,Ashe,Seraphine,DrMundo,Maokai,Yone,Nilah,Galio,1
Yone,Diana,Qiyana,Ezreal,Karma,Anivia,Ambessa,Yasuo,Ashe,Nautilus,1
Renekton,Ivern,Diana,Aphelios,Nautilus,Malphite,LeeSin,Sylas,Yunara,Lulu,1
Jax,Naafiri,Vladimir,Kalista,Neeko,DrMundo,Pantheon,Viktor,MissFortune,Nautilus,1
Gnar,Pantheon,Viktor,Ashe,Seraphine,Irelia,Olaf,Malzahar,Yunara,Lulu,1
Kennen,Graves,Annie,Kaisa,Pyke,Yorick,Taliyah,Qiyana,Xayah,Rakan,1
Gragas,Ambessa,Azir,Xayah,Rakan,Cassiopeia,Qiyana,Aurora,Twitch,Anivia,0
Jayce,Naafiri,Orianna,Mel,Nautilus,Yasuo,Zyra,Diana,Yunara,Lulu,1
RekSai,LeeSin,Anivia,Aphelios,Thresh,Jayce,FiddleSticks,Gnar,Jhin,Bard,0
Udyr,Ambessa,Ahri,Ezreal,Anivia,Aatrox,FiddleSticks,Akali,Jhin,Karma,0
Shen,Ivern,Cassiopeia,Kaisa,Rell,Anivia,Sylas,Mel,Yunara,Thresh,0
DrMundo,Ambessa,Akali,Jhin,Pyke,Aatrox,Zyra,Talon,Varus,Neeko,1
KSante,Ambessa,Orianna,Ezreal,Karma,Jayce,RekSai,Xerath,Jinx,Nautilus,0
Olaf,Nunu,Anivia,Swain,Bard,Jax,FiddleSticks,Jayce,Yunara,Lulu,0
Kennen,Hecarim,Syndra,Jhin,Karma,Singed,Belveth,Talon,Jinx,Nautilus,0
Shen,XinZhao,Kayle,Jhin,Bard,DrMundo,FiddleSticks,Yone,Nilah,Yuumi,1
Pantheon,XinZhao,Kayle,Jhin,Rell,Rumble,Naafiri,Azir,Yunara,Shen,1
Aurora,Karthus,Qiyana,Jhin,Neeko,Gnar,LeeSin,Lissandra,Sivir,Thresh,1
Renekton,Viego,Leblanc,Aphelios,Nautilus,Kennen,LeeSin,Aurora,Jhin,Pantheon,0
Garen,Caitlyn,Orianna,Jhin,Leona,Teemo,Qiyana,Viktor,Yunara,Pyke,0
Zaahen,Graves,Galio,Kaisa,Qiyana,Yasuo,Gwen,Smolder,Jhin,KSante,0
Renekton,XinZhao,Ahri,Jhin,Pyke,Shen,Ambessa,Vladimir,Kaisa,Rakan,0
Renekton,JarvanIV,Katarina,Senna,Braum,Urgot,Kindred,Mel,Ezreal,Nautilus,1
Urgot,Viego,Orianna,Jhin,Hwei,Gangplank,Riven,Ryze,Jinx,Thresh,1
Jayce,Poppy,Ryze,Jhin,Swain,Gangplank,Belveth,Aurora,Yunara,Lulu,0
Malphite,Viego,Leblanc,Kaisa,Thresh,Sylas,Kindred,Mel,Jhin,Nautilus,0
Jax,Evelynn,Corki,Yunara,Poppy,Garen,Viego,Galio,Jhin,Senna,0
Malzahar,Belveth,Azir,Jhin,Sylas,Anivia,Skarner,Ryze,Kaisa,Nautilus,0
Jayce,Hecarim,Akali,Jhin,Nautilus,Irelia,Graves,Lissandra,Jinx,Leona,1
Yone,JarvanIV,Orianna,Cassiopeia,Poppy,Jayce,Graves,Galio,Jhin,Rell,1
Akali,Kindred,Irelia,Swain,Rell,Sion,LeeSin,Annie,Lucian,Poppy,1
Udyr,Vi,Yone,Jhin,Annie,Cassiopeia,Viego,Galio,Corki,Zoe,0
Heimerdinger,Shaco,Vayne,Yunara,Alistar,Malphite,LeeSin,Yasuo,Jhin,Bard,0
Rumble,Ekko,Jayce,Lucian,Karma,Sion,Nidalee,Viego,Ezreal,Alistar,1
Camille,Vi,Talon,Ezreal,Rell,Jayce,Ambessa,Vex,Yunara,Lulu,0
Varus,RekSai,Ryze,Jhin,Nautilus,Camille,Lillia,Jayce,Mel,Alistar,0
Malphite,LeeSin,Fizz,Ezreal,Anivia,Gnar,Viego,Hwei,Jhin,Alistar,1
Renekton,Skarner,Orianna,Yunara,Lulu,Yorick,LeeSin,Azir,Ashe,Nautilus,1
Katarina,Maokai,Talon,Yunara,Lulu,Annie,Belveth,Akali,Lucian,Karma,1
Shen,JarvanIV,Ryze,Kaisa,Nautilus,Gnar,XinZhao,DrMundo,Ezreal,Karma,1
Rengar,Karthus,Mel,Sivir,Nautilus,Trundle,Hecarim,TwistedFate,Ezreal,Lux,1
Garen,Vi,Ahri,Sivir,Lulu,Aurora,Zyra,Talon,Tristana,Alistar,1
Fiora,Vi,Orianna,Kalista,Brand,Skarner,Graves,Akali,Ezreal,Belveth,1
Jax,Graves,Orianna,Mel,Sion,Lulu,LeeSin,Twitch,Yunara,Senna,0
Yorick,Nidalee,Yone,Ezreal,Anivia,Jayce,Zyra,Tristana,Varus,Nautilus,0
Skarner,JarvanIV,Ryze,Sivir,Lulu,Ambessa,LeeSin,Leblanc,Ezreal,Rakan,0
Gragas,Naafiri,Talon,Yunara,Elise,Jax,Jayce,Yasuo,Ezreal,Anivia,0
Pantheon,Taliyah,Sion,Mel,Camille,Vayne,Nidalee,Yone,Ezreal,Nautilus,0
Ambessa,Nunu,Akshan,Mel,Bard,Kled,Nidalee,Syndra,Jhin,Nautilus,0
Olaf,LeeSin,Vex,Jinx,Karma,Yone,Taliyah,Xerath,Caitlyn,Bard,1
Teemo,LeeSin,Ryze,Sivir,Pyke,Anivia,Ambessa,Quinn,Ezreal,Karma,1
Gangplank,LeeSin,Sylas,Ezreal,Soraka,Ambessa,Kindred,Leblanc,Sivir,Alistar,1
Camille,Evelynn,Jayce,Jhin,Senna,Illaoi,Khazix,Azir,Ezreal,Karma,0
Pantheon,Karthus,Cassiopeia,Jinx,Pyke,Rumble,Viego,Quinn,Jhin,Karma,1
Jayce,Elise,Orianna,Ezreal,Pyke,Shen,Nidalee,Quinn,Ashe,Seraphine,0
Rumble,LeeSin,Quinn,Sivir,Anivia,Jayce,Pantheon,Fizz,Ezreal,Blitzcrank,1
Zaahen,Viego,Lissandra,Jinx,Anivia,Vayne,LeeSin,Ahri,Karthus,Bard,1
Zaahen,Diana,Quinn,Jinx,Lulu,Irelia,Nidalee,Akshan,Tristana,Bard,1
Yorick,Sylas,Lissandra,Jhin,Pantheon,Kennen,Ambessa,Vladimir,Kaisa,Neeko,1
Sion,Ekko,Ambessa,Aphelios,Karma,DrMundo,Karthus,Galio,Varus,Sona,1
Fiora,LeeSin,Leblanc,Jhin,Rell,Kennen,XinZhao,Viktor,Varus,Nautilus,0
Riven,Nocturne,Leblanc,Jhin,Neeko,Aatrox,Karthus,Ahri,Tristana,Nautilus,1
Gangplank,Graves,TwistedFate,Sivir,Bard,Ambessa,Nidalee,Quinn,Ezreal,Nautilus,1
Urgot,Pantheon,Quinn,Ashe,Seraphine,Aatrox,Graves,Aurora,Yunara,Lulu,1
Ornn,Poppy,Syndra,Jinx,Nautilus,Gwen,JarvanIV,Quinn,Sivir,Rell,1
KSante,Shaco,Leblanc,Draven,Nautilus,Sion,FiddleSticks,Talon,Jhin,Elise,1
Irelia,FiddleSticks,Aurora,Sivir,Bard,Vayne,Rengar,Fizz,Yunara,Neeko,0
Jayce,XinZhao,Aurora,Jhin,Bard,Rumble,Vi,Corki,Swain,Pyke,0
Yasuo,Vi,Gwen,Senna,Anivia,Varus,Jayce,Aurora,Smolder,Rakan,0
Lissandra,JarvanIV,Zed,Ezreal,Karma,Yorick,Taliyah,Qiyana,Yunara,Lulu,1
Sion,XinZhao,Lissandra,Yunara,Pantheon,Gwen,JarvanIV,Ryze,MissFortune,Pyke,0
Malphite,RekSai,Ryze,Aphelios,Anivia,Sion,Skarner,Corki,Swain,Pyke,0
Shen,XinZhao,Ryze,Jhin,Bard,Rumble,JarvanIV,Cassiopeia,Ezreal,Karma,0
Lissandra,Nocturne,Azir,Jhin,Bard,Zaahen,Skarner,Hwei,Ezreal,Karma,1
Ambessa,Graves,Mel,Varus,Anivia,Fiora,Pantheon,Aurora,Ezreal,Bard,0
RekSai,Pantheon,Akali,Ashe,Seraphine,Gnar,Ivern,Orianna,Corki,Nami,0
Gwen,Jayce,Orianna,Ezreal,Karma,KSante,Graves,Mel,Ashe,Seraphine,1
Aatrox,Viego,Orianna,Yunara,Xerath,Lissandra,Ambessa,Aurora,Zeri,Anivia,1
Lissandra,LeeSin,Ahri,Yunara,Anivia,Irelia,JarvanIV,Sylas,Ezreal,Bard,1
Ryze,FiddleSticks,Lucian,Ezreal,Bard,Camille,RekSai,Galio,Sivir,Karma,1
Jayce,Viego,Taliyah,Corki,Nami,KSante,Pantheon,Ryze,Lucian,Sona,0
Aurora,Talon,Azir,Ashe,Seraphine,Rumble,Nocturne,Orianna,Jhin,Bard,0
Aatrox,Viego,Galio,Varus,Bard,Malphite,JarvanIV,Tristana,Jhin,Karma,0
Yasuo,RekSai,Galio,Corki,Thresh,Rumble,JarvanIV,Akali,Ashe,Poppy,1
Irelia,Vi,Aurora,Ziggs,Pantheon,Yasuo,LeeSin,Ahri,Yunara,Naafiri,1
Urgot,LeeSin,Diana,Yunara,Lulu,Renekton,Pantheon,Sylas,Ashe,Seraphine,1
Yone,Vi,Aurora,Yunara,Rakan,Akali,Graves,Yasuo,Xayah,Anivia,0
Jayce,Karthus,Ryze,Varus,Poppy,Skarner,Ambessa,Orianna,Sivir,Bard,0
Gwen,Khazix,FiddleSticks,Ezreal,Ashe,Renekton,Viego,Lissandra,Aphelios,Thresh,1
Jax,Zac,Gangplank,Cassiopeia,Anivia,Singed,Graves,Aurora,Jhin,Alistar,1
Yasuo,Nidalee,Qiyana,Lucian,Janna,Jayce,Graves,Aurora,Kaisa,Alistar,1
Rengar,LeeSin,Lissandra,Draven,Nautilus,Jax,FiddleSticks,Yasuo,Cassiopeia,Anivia,0
Kennen,Ambessa,Qiyana,Yunara,Leona,Sion,Zyra,Jayce,Mel,Pantheon,0
Anivia,JarvanIV,Ahri,Varus,Karma,Aatrox,Pantheon,Aurora,Ashe,Seraphine,1
KSante,Talon,Vex,Varus,Seraphine,Gnar,XinZhao,Ryze,Aphelios,Leona,1
Jax,LeeSin,Ahri,Ezreal,Bard,Malphite,Kindred,Yone,Viktor,TwistedFate,1
Rumble,Ambessa,Aurora,Jhin,Pantheon,Varus,JarvanIV,Viktor,Ezreal,Karma,1
Jax,Ambessa,Azir,Yunara,Lulu,Jayce,Zaahen,Leblanc,Ezreal,Braum,0
Gangplank,Nidalee,Veigar,Yunara,Pyke,Ambessa,Graves,Syndra,Chogath,Anivia,0
Renekton,Nidalee,Annie,Tristana,Rell,Jayce,Viego,Aurora,Kalista,Renata,1
Jayce,Naafiri,Aurora,Ashe,Pyke,Sion,Khazix,Anivia,Yunara,Elise,1
Ambessa,MonkeyKing,Anivia,Twitch,Rakan,Jayce,Graves,Vladimir,Cassiopeia,Karma,0
Olaf,Ambessa,TwistedFate,Tristana,Rell,Nidalee,Graves,Gwen,Corki,Anivia,1
KSante,XinZhao,Orianna,Jinx,Karma,Renekton,Chogath,Ryze,Ezreal,Pyke,1
LeeSin,Naafiri,Yasuo,Jhin,Hwei,Rengar,Nocturne,Aurora,Ezreal,Camille,0
Skarner,Camille,Galio,Sivir,Gragas,Gnar,FiddleSticks,Orianna,Ezreal,Alistar,0
Varus,Graves,Leblanc,Velkoz,Shen,Rumble,Talon,Galio,Yunara,Camille,1
Poppy,Viego,Ryze,Yunara,Alistar,Ornn,Ambessa,Fizz,Ezreal,Karma,0
Kled,JarvanIV,Fizz,Kaisa,Bard,KSante,Shyvana,Galio,Kalista,Renata,0
Jayce,Ekko,Galio,Yunara,Blitzcrank,Sion,LeeSin,Orianna,Varus,Anivia,0
Gragas,Ambessa,Ryze,Zeri,Lulu,Aurora,Naafiri,Qiyana,Ezreal,Karma,0
Sion,XinZhao,Viktor,Ezreal,Anivia,Yone,LeeSin,TwistedFate,Yunara,Karma,1
Jax,Jayce,Aurora,Draven,Nautilus,Irelia,JarvanIV,Viktor,Yunara,Rell,1
Jayce,Pantheon,Cassiopeia,Sivir,Nautilus,Sion,LeeSin,Ryze,Ezreal,Nami,1
Rumble,Zyra,Yone,Kaisa,Blitzcrank,Zed,Shen,Fizz,Xayah,Seraphine,0
Warwick,JarvanIV,Fizz,Ziggs,Elise,Zaahen,Kayn,Ryze,Draven,Thresh,1
Fiora,LeeSin,Anivia,Draven,Zyra,Olaf,Brand,Fizz,Kled,Alistar,0
Olaf,Talon,Anivia,Twitch,Poppy,KSante,Viego,Fizz,Kaisa,Leona,0
Skarner,Zaahen,Sylas,Yunara,FiddleSticks,Corki,Hecarim,Fizz,Mel,Leona,0
Ryze,Elise,Fizz,Smolder,Alistar,Vayne,Pantheon,Orianna,Kled,Senna,0
Jayce,Pantheon,Sylas,Aphelios,Blitzcrank,Zaahen,Ekko,Fizz,Varus,Thresh,1
Rumble,Vi,Tristana,Karthus,Blitzcrank,Ryze,Kindred,Fizz,Varus,Lulu,0
Yone,Qiyana,Aurora,Sivir,Pyke,KSante,Viego,Fizz,Twitch,Alistar,0
Jayce,Pantheon,Fizz,Twitch,Alistar,Vayne,Vi,Ahri,Mel,Nautilus,0
Gnar,Nocturne,AurelionSol,Yunara,Thresh,Kled,Ambessa,Fizz,Ezreal,Nautilus,0
Darius,RekSai,Fizz,Cassiopeia,Nautilus,Jayce,XinZhao,Akali,Twitch,Rakan,1
Garen,JarvanIV,Mel,Kaisa,Blitzcrank,Jayce,Graves,Viktor,Jhin,Thresh,0
KSante,MasterYi,Fizz,MissFortune,Maokai,Yone,Sylas,Viktor,Jhin,Ezreal,1
Zac,Graves,Talon,Jhin,Pyke,Vayne,LeeSin,Rumble,Corki,Bard,0
Vayne,JarvanIV,Annie,Ezreal,Bard,Jayce,XinZhao,Aurora,Smolder,Karma,0
Jax,Khazix,Gwen,Ezreal,Bard,Jayce,Ambessa,Akali,Corki,Nami,0
Tristana,FiddleSticks,Yasuo,Cassiopeia,Nautilus,Karthus,Nocturne,Gwen,Yunara,Neeko,1
Vladimir,Ambessa,Aurora,Corki,Bard,Jayce,Pantheon,Leblanc,Varus,Pyke,0
Renekton,Nidalee,KSante,Varus,Bard,Yone,Vi,Azir,Ashe,Anivia,1
KSante,Ambessa,Katarina,Nilah,Senna,Lulu,Talon,Yone,Yunara,Renata,1
Qiyana,LeeSin,Sylas,Sivir,Karma,Jayce,Ambessa,Xerath,Ezreal,Anivia,0
Rumble,XinZhao,Viktor,Yunara,Karma,Yone,JarvanIV,Orianna,Cassiopeia,Pyke,1
Lissandra,JarvanIV,Aurora,Ezreal,Karma,Yorick,RekSai,Ryze,Varus,Anivia,1
Jax,Ambessa,Aurora,Kaisa,Leblanc,Kennen,Vi,Gwen,Ezreal,Braum,0
Jayce,LeeSin,Leblanc,Vayne,Lulu,Rumble,XinZhao,Taliyah,Ashe,Seraphine,1
Renekton,JarvanIV,Lissandra,Senna,Seraphine,Ambessa,Vi,Malzahar,Ezreal,Anivia,1
Aurora,Nidalee,Corki,Jhin,Anivia,Naafiri,LeeSin,Syndra,Mel,Bard,0
Jayce,LeeSin,Aurora,Ezreal,Anivia,Gragas,Olaf,Galio,Sivir,Lulu,0
Ambessa,Udyr,Ryze,Jinx,Karma,KSante,RekSai,Singed,Sivir,Anivia,0
Yorick,Graves,Annie,Aphelios,Rengar,Jax,Kindred,Galio,Ezreal,Karma,0
KSante,Belveth,Singed,Kaisa,Neeko,Katarina,JarvanIV,Yone,Tristana,Pyke,0
Ambessa,Khazix,Corki,Viktor,Kennen,Gragas,Pantheon,Yasuo,Mel,Nautilus,0
Varus,Naafiri,Taliyah,Caitlyn,Elise,Anivia,Poppy,Fizz,Yunara,Karma,1
Yorick,JarvanIV,Azir,Ezreal,Karma,Irelia,Jayce,Anivia,Caitlyn,Bard,1
Jayce,Vi,Taliyah,Yunara,Leblanc,Yorick,Naafiri,Ahri,Jhin,Karma,0
Yone,LeeSin,Aurora,Vladimir,Pantheon,Rengar,Lillia,Zed,Ashe,Seraphine,0
Jayce,LeeSin,Ryze,Swain,Alistar,KSante,Nidalee,Talon,Sivir,Karma,1
Ornn,Graves,Leblanc,Jhin,Karma,Sion,Nidalee,Akali,Ezreal,Neeko,1
Vayne,Vi,Viktor,Cassiopeia,Maokai,KSante,JarvanIV,Yone,Mel,Nautilus,0
Jax,Ekko,Diana,Corki,Bard,Ambessa,JarvanIV,Galio,Ashe,Seraphine,0
Vayne,Nocturne,Ahri,Sivir,Anivia,Lucian,JarvanIV,Syndra,Ezreal,Karma,0
Rumble,JarvanIV,Talon,Twitch,Anivia,Ambessa,Briar,Ahri,Jhin,Poppy,0
Jayce,Khazix,Orianna,Aphelios,Bard,Gangplank,LeeSin,Ahri,Jinx,Karma,1
Volibear,RekSai,Tristana,Mel,Karma,Fiora,Rengar,Vladimir,Sivir,Alistar,0
Maokai,Nunu,Pantheon,Cassiopeia,Nautilus,KSante,Lillia,Jayce,Ashe,Seraphine,1
Khazix,Ivern,Yone,Ezreal,Leona,Anivia,LeeSin,Akali,Kalista,Alistar,1
Fiora,MasterYi,Viktor,Caitlyn,Nautilus,Ivern,Evelynn,Garen,Ezreal,Rakan,0
Malphite,Aatrox,Sion,Cassiopeia,Leona,Pantheon,Lillia,Qiyana,Jhin,Neeko,0
Ivern,Taliyah,Cassiopeia,Kalista,Shen,Fiora,Nidalee,Gangplank,Draven,Lulu,0
Ivern,Nidalee,Talon,Jhin,Karma,Fiora,Ambessa,Taliyah,Varus,Senna,0
Fiora,Nunu,Viego,Varus,Maokai,Ambessa,JarvanIV,Malzahar,Cassiopeia,Nautilus,1
Fiora,Nidalee,Orianna,Ezreal,Rell,Cassiopeia,Vi,AurelionSol,Kaisa,Thresh,0
Irelia,XinZhao,Yasuo,Aphelios,Thresh,Fiora,Ambessa,Orianna,Kaisa,Pantheon,0
